school_id,school_name,borough,building_code,street_address,city,State,zip_code,latitude,longitude,number,start_time,end_time,day_length,enrollment,percent_white,percent_black,percent_hispanic,percent_asian,math_avg,reading_avg,writing_avg,final_sat,percent_tested,tested
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,6,NY,11217,40.68811,-73.97675,718-804-6400,8:45,15:15,6:30,5447,0.21,0.08,0.08,0.61,682,608,606,1896,0.96,95.5
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,6,NY,11218,40.6492,-73.97169,718-853-6184,8:00,15:00,7:00,605,0.05,0.72,0.09,0.08,502,495,493,1490,0.98,98.1
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,6,NY,11220,40.63725,-74.02382,718-759-3400,8:00,15:00,7:00,1329,0.16,0.08,0.57,0.18,475,440,445,1360,0.82,81.6
32K545,EBC High School for Public Service in Bushwick,Brooklyn,K913,1155 Dekalb Avenue,6,NY,11221,40.69448,-73.92915,718-452-3440,8:00,15:45,7:45,514,0,0.08,0.91,0,389,374,378,1141,0.5,50
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,6,NY,11221,40.68893,-73.92108,718-919-1256,8:00,15:00,7:00,596,0.01,0.71,0.24,0.03,395,401,383,1179,0.63,62.7
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,6,NY,11221,40.69154,-73.93373,718-574-3126,8:15,15:12,6:57,152,0.02,0.72,0.2,0.06,395,382,391,1168,0.46,45.9
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,6,NY,11221,40.69213,-73.9315,718-574-2820,8:00,14:20,6:20,92,0.01,0.83,0.14,0.01,,,,0,0.43,42.9
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,6,NY,11221,40.695,-73.92799,718-919-4212,8:15,16:45,8:30,317,0,0.17,0.81,0.01,393,368,382,1143,0.47,46.8
14K610,Automotive High School,Brooklyn,K610,50 Bedford Avenue,6,NY,11222,40.72264,-73.95258,718-218-9301,8:45,15:50,7:05,383,0.03,0.56,0.38,0.02,367,381,328,1076,0.32,31.6
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,6,NY,11222,40.72264,-73.95258,718-388-7721,8:00,15:00,7:00,142,0.02,0.63,0.32,0.01,399,413,400,1212,0.46,46.3
21K540,John Dewey High School,Brooklyn,K540,50 Avenue X,6,NY,11223,40.58924,-73.98175,718-373-6400,8:13,15:05,6:52,2006,0.14,0.29,0.21,0.36,512,418,396,1326,0.63,62.7
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,6,NY,11224,40.58212,-73.97289,718-265-0329,8:00,15:15,7:15,560,0.44,0.23,0.22,0.1,436,430,421,1287,0.68,68.4
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6250,8:10,15:00,6:50,386,0.01,0.83,0.16,0.01,382,393,377,1152,0.72,72.2
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6363,8:30,16:15,7:45,453,0.01,0.8,0.13,0.05,419,411,416,1246,0.59,58.5
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,6,NY,11225,40.66716,-73.95086,718-703-5400,7:15,15:15,8:00,1271,0.01,0.91,0.03,0.03,525,500,481,1506,0.89,89
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,6,NY,11225,40.67027,-73.96165,718-636-4900,8:15,15:30,7:15,1499,0.01,0.9,0.06,0.02,408,424,407,1239,0.55,55
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6333,8:30,15:15,6:45,414,0.13,0.29,0.39,0.18,344,302,300,946,0.82,81.7
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,6,NY,11225,40.6703,-73.96165,718-230-6300,8:00,15:00,7:00,246,0.03,0.82,0.13,0.02,377,386,375,1138,0.62,61.9
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2540,8:00,14:45,6:45,516,0.01,0.87,0.06,0.04,496,491,484,1471,0.92,91.5
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2566,8:00,15:30,7:30,505,0.01,0.85,0.12,0.02,386,397,393,1176,0.57,57.3
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2470,8:00,15:00,7:00,384,0.02,0.85,0.09,0.02,360,382,359,1101,0.63,63.2
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2551,8:00,15:40,7:40,445,0.02,0.83,0.11,0.03,377,382,356,1115,0.46,45.5
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,6,NY,11226,40.64944,-73.95843,718-564-2580,8:00,14:45,6:45,285,0.01,0.85,0.1,0.04,374,385,375,1134,0.62,62
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,6,NY,11229,40.60976,-73.94845,718-758-7200,8:10,14:48,6:38,3088,0.44,0.17,0.17,0.21,492,450,444,1386,0.69,69
21K525,Edward R. Murrow High School,Brooklyn,K525,1600 Avenue L,6,NY,11230,40.6205,-73.95923,718-258-9283,8:05,14:45,6:40,3968,0.27,0.23,0.22,0.27,500,479,472,1451,0.75,75.2
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,K142,610 Henry Street,6,NY,11231,40.67986,-74.00148,718-923-4700,8:30,14:50,6:20,685,0.09,0.39,0.45,0.06,401,411,404,1216,0.84,84.1
15K667,Sunset Park High School,Brooklyn,K564,153 35th Street,6,NY,11232,40.65595,-74.0055,718-840-1900,8:45,15:30,6:45,1333,0.07,0.09,0.77,0.07,398,380,381,1159,0.62,61.6
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,6,NY,11233,40.67414,-73.91349,718-922-1145,8:30,14:45,6:15,353,0,0.88,0.1,0.01,394,395,399,1188,0.64,64.4
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,6,NY,11233,40.68046,-73.9222,718-455-0746,8:45,15:15,6:30,226,0.01,0.82,0.15,0.01,377,396,386,1159,0.51,50.7
23K644,Eagle Academy for Young Men II,Brooklyn,K271,1137 Herkimer Street,6,NY,11233,40.67783,-73.91582,718-495-0863,8:45,15:00,6:15,576,0.02,0.85,0.12,0,,,,0,0,0
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,6,NY,11235,40.58085,-73.93609,718-368-8500,8:15,14:30,6:15,1081,0.59,0.1,0.11,0.19,563,534,543,1640,0.94,94
21K410,Abraham Lincoln High School,Brooklyn,K410,2800 Ocean Parkway,6,NY,11235,40.58231,-73.96747,718-333-7400,7:28,15:10,7:42,2341,0.2,0.4,0.24,0.15,441,422,422,1285,0.55,54.9
22K611,Origins High School,Brooklyn,K495,3000 Avenue X,6,NY,11235,40.59419,-73.93684,718-891-0037,8:45,16:00,7:15,213,0.23,0.42,0.22,0.13,,,,0,,0
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4th Road,6,NY,11235,40.58255,-73.96372,718-332-5000,8:00,15:30,7:30,613,0.06,0.69,0.18,0.05,416,423,387,1226,0.31,31.4
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8720,8:10,15:20,7:10,309,0.04,0.79,0.12,0.03,362,396,393,1151,0.45,44.9
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-4200,8:30,15:20,6:50,286,0.01,0.85,0.09,0.02,392,406,403,1201,0.5,50
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8700,8:00,15:00,7:00,432,0,0.82,0.13,0.03,404,427,424,1255,0.6,60.2
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,6,NY,11236,40.64184,-73.89869,718-290-8760,8:00,15:15,7:15,303,0.03,0.86,0.1,0.01,390,410,397,1197,0.59,59.1
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-1530,8:30,15:30,7:00,331,0.01,0.89,0.06,0.01,386,408,402,1196,0.73,72.7
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-1072,8:30,15:23,6:53,395,0.02,0.82,0.13,0.01,379,393,373,1145,0.69,69.1
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,6,NY,11236,40.63263,-73.9178,718-968-4101,8:33,15:19,6:46,308,0.01,0.86,0.1,0.02,381,397,390,1168,0.51,50.8
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,6,NY,11237,40.69741,-73.91315,718-246-6500,7:45,14:30,6:45,358,0.02,0.15,0.77,0.06,467,446,448,1361,0.85,85
32K168,Brooklyn School for Math and Research,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:45,7:30,247,0.05,0.54,0.38,0.02,,,,0,0,0
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:00,6:45,405,0.03,0.21,0.76,0.01,365,357,357,1079,0.5,50
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:00,15:00,7:00,340,0.02,0.19,0.77,0.02,365,366,348,1079,0.71,71.3
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,6,NY,11237,40.69696,-73.91082,718-381-7100,8:15,15:45,7:30,279,0.01,0.23,0.74,0.01,392,374,379,1145,0.42,41.9
13K499,ACORN Community High School,Brooklyn,K909,561 Grand Avenue,6,NY,11238,40.67851,-73.96207,718-789-2258,8:15,15:15,7:00,504,0.02,0.84,0.13,0.01,379,395,385,1159,0.61,61.3
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7500,8:51,15:37,6:46,2186,0.04,0.24,0.51,0.2,444,407,405,1256,0.46,46.1
25Q241,Queens High School for Language Studies,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7530,8:00,15:37,7:37,205,0.02,0.1,0.24,0.61,,,,0,,0
25Q240,Veritas Academy,Queens,Q460,35-01 Union Street,7,NY,11354,40.76524,-73.82786,718-888-7520,7:50,14:40,6:50,275,0.13,0.14,0.52,0.2,,,,0,,0
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,7,NY,11355,40.7493,-73.82181,718-353-0009,7:50,15:00,7:10,666,0.05,0.15,0.18,0.61,521,457,451,1429,0.89,89.4
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,7,NY,11355,40.76041,-73.81838,718-463-2348,8:40,15:30,6:50,437,0.03,0.03,0.38,0.56,481,323,323,1127,0.68,67.7
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,7,NY,11358,40.76512,-73.79006,718-461-2219,8:00,15:00,7:00,610,0.5,0.09,0.23,0.16,484,491,487,1462,0.89,89.2
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,8,NY,11361,40.77187,-73.78039,718-229-7600,8:00,15:30,7:30,3336,0.18,0.13,0.28,0.4,523,479,485,1487,0.77,76.7
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,9,NY,11364,40.75239,-73.75608,718-279-6500,9:00,16:00,7:00,3505,0.15,0.2,0.19,0.44,563,505,510,1578,0.76,75.6
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,10,NY,11365,40.74056,-73.79285,718-281-8200,8:30,15:15,6:45,4172,0.15,0.07,0.23,0.54,562,483,485,1530,0.81,80.7
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,10,NY,11366,40.72452,-73.80943,718-380-6929,8:38,14:57,6:19,557,0.19,0.2,0.22,0.36,516,493,486,1495,0.88,88.2
25Q670,Robert F. Kennedy Community High School,Queens,Q707,75-40 Parsons Boulevard,10,NY,11366,40.7256,-73.81072,718-969-5510,8:00,14:30,6:30,701,0.18,0.13,0.36,0.31,460,426,423,1309,0.67,67.3
25Q425,John Bowne High School,Queens,Q425,63-25 Main Street,11,NY,11367,40.7387,-73.82479,718-263-1919,9:08,15:47,6:39,3667,0.05,0.18,0.46,0.29,467,422,425,1314,0.62,62.1
25Q525,Townsend Harris High School,Queens,Q515,149-11 Melbourne Avenue,11,NY,11367,40.73441,-73.82142,718-575-5580,8:20,15:00,6:40,1132,0.22,0.06,0.12,0.59,680,640,661,1981,0.97,97.1
24Q550,High School for Arts and Business,Queens,Q456,105-25 Horace Harding Expressway,12,NY,11368,40.73742,-73.85331,718-271-8383,8:45,16:00,7:15,870,0.04,0.08,0.77,0.1,413,405,393,1211,0.77,76.7
24Q293,Civic Leadership Academy,Queens,Q744,45-10 94th Street,13,NY,11373,40.7433,-73.87057,718-271-1487,8:30,15:30,7:00,479,0.06,0.08,0.72,0.1,435,424,418,1277,0.69,68.9
24Q585,Maspeth High School,Queens,Q585,54-40 74th Street,13,NY,11373,40.72954,-73.88739,718-803-7100,8:15,15:05,6:50,973,0.36,0.02,0.45,0.18,476,471,480,1427,0.9,90
24Q296,Pan American International High School,Queens,Q744,45-10 94th Street,13,NY,11373,40.7433,-73.87057,718-271-3602,8:30,15:15,6:45,378,0,0,1,0,340,320,318,978,0.32,31.9
24Q236,International High School for Health Sciences,Queens,Q455,48-01 90th Street,13,NY,11373,40.74121,-73.87473,718-595-8600,8:30,15:30,7:00,159,0.09,0.06,0.64,0.21,,,,0,,0
24Q455,Newtown High School,Queens,Q455,48-01 90th Street,13,NY,11373,40.74121,-73.87473,718-595-8400,8:00,15:30,7:30,1921,0.04,0.08,0.61,0.24,434,401,389,1224,0.39,39.1
28Q440,Forest Hills High School,Queens,Q440,67-01 110th Street,14,NY,11375,40.72943,-73.84563,718-268-3137,,,0:00,3840,0.3,0.1,0.34,0.25,517,485,483,1485,0.73,72.8
28Q167,Metropolitan Expeditionary Learning School,Queens,Q686,91-30 Metropolitan Avenue,14,NY,11375,40.71044,-73.85063,718-286-3500,8:30,15:20,6:50,722,0.27,0.17,0.37,0.14,,,,0,,0
28Q686,Queens Metropolitan High School,Queens,Q686,91-30 Metropolitan Avenue,14,NY,11375,40.71044,-73.85063,718-286-3600,8:00,14:50,6:50,1035,0.36,0.04,0.47,0.11,460,448,449,1357,0.76,76.4
24Q485,Grover Cleveland High School,Queens,Q485,21-27 Himrod Street,15,NY,11385,40.71122,-73.90865,718-381-9600,8:30,15:15,6:45,1828,0.19,0.05,0.66,0.1,452,422,416,1290,0.39,38.9
29Q313,Benjamin Franklin High School for Finance and Information Technology,Queens,Q490,207-01 116th Avenue,16,NY,11411,40.69781,-73.74586,718-935-3645,8:30,16:00,7:30,113,0.02,0.71,0.12,0.12,,,,0,,0
29Q498,Humanities and Arts Magnet High School,Queens,Q490,207-01 116th Avenue,16,NY,11411,40.69554,-73.73492,718-978-2135,8:00,14:45,6:45,525,0.01,0.81,0.12,0.06,384,409,401,1194,0.6,60.2
29Q243,Institute for Health Professions at Cambria Heights,Queens,Q490,207-01 116th Avenue,16,NY,11411,40.69554,-73.73492,718-723-7301,8:35,15:32,6:57,199,0.01,0.74,0.13,0.09,,,,0,,0
29Q492,"Mathematics, Science Research, and Technology Magnet High School",Queens,Q490,207-01 116th Avenue,16,NY,11411,40.69554,-73.73492,718-978-1837,8:00,14:25,6:25,433,0.02,0.72,0.12,0.1,380,418,388,1186,0.55,54.9
29Q259,Pathways College Preparatory School (College Board),Queens,Q192,109-89 204th Street,17,NY,11412,40.70639,-73.75353,718-454-4957,8:00,15:07,7:07,599,0.01,0.9,0.06,0.03,405,427,409,1241,0.72,72.4
29Q265,Excelsior Preparatory High School,Queens,Q420,143-10 Springfield Boulevard,18,NY,11413,40.66823,-73.75684,718-525-6507,8:10,15:07,6:57,491,0.01,0.83,0.09,0.04,384,407,400,1191,0.7,70.1
29Q283,Preparatory Academy for Writers (College Board),Queens,Q420,143-10 Springfield Boulevard,18,NY,11413,40.66823,-73.75684,718-949-8405,8:00,15:05,7:05,552,0.02,0.81,0.08,0.04,398,410,393,1201,0.7,69.5
29Q248,Queens Preparatory Academy,Queens,Q420,143-10 Springfield Boulevard,18,NY,11413,40.66823,-73.75684,718-712-2304,8:10,14:57,6:47,492,0.01,0.81,0.09,0.04,423,422,403,1248,0.84,83.7
29Q272,George Washington Carver High School for the Sciences,Queens,Q420,143-10 Springfield Boulevard,18,NY,11413,40.66823,-73.75684,718-525-6439,8:00,15:15,7:15,509,0.02,0.76,0.11,0.09,439,428,419,1286,0.64,63.5
27Q650,"High School for Construction Trades, Engineering, and Architecture",Queens,Q650,94-06 104th Street,19,NY,11416,40.6894,-73.84064,718-846-6280,8:10,14:34,6:24,959,0.12,0.11,0.36,0.36,489,457,451,1397,0.79,78.9
27Q480,John Adams High School,Queens,Q480,101-01 Rockaway Boulevard,19,NY,11417,40.67983,-73.83832,718-322-0500,8:00,15:30,7:30,2634,0.03,0.24,0.38,0.31,418,401,395,1214,0.38,38.4
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,Q202,138-30 Lafayette Street,19,NY,11417,40.67177,-73.84498,718-848-8357,7:25,14:15,6:50,602,0.18,0.07,0.42,0.29,426,435,424,1285,0.85,85.1
27Q475,Richmond Hill High School,Queens,Q475,89-30 114th Street,20,NY,11418,40.69565,-73.83358,718-846-3335,8:00,15:00,7:00,2175,0.05,0.14,0.48,0.31,413,406,399,1218,0.38,37.9
27Q334,Epic High School North,Queens,Q636,94-25 117th Street,21,NY,11419,40.69288,-73.82931,718-935-3597,9:00,16:00,7:00,93,0.05,0.22,0.38,0.19,,,,0,,0
27Q314,Epic High School South,Queens,Q226,121-10 Rockaway Boulevard,22,NY,11420,40.67574,-73.81697,718-935-3643  ,9:00,16:00,7:00,87,0.07,0.32,0.26,0.26,,,,0,,0
29Q326,Cambria Heights Academy,Queens,Q799,188-04 91st Avenue,23,NY,11423,40.71182,-73.77119,718-776-2815,9:00,16:00,7:00,372,0.02,0.79,0.09,0.07,418,424,411,1253,0.59,58.5
26Q566,"Queens High School of Teaching, Liberal Arts, and the Sciences",Queens,Q566,74-20 Commonwealth Boulevard,24,NY,11426,40.7449,-73.72691,718-736-7100,8:30,15:30,7:00,1120,0.08,0.48,0.18,0.25,453,434,439,1326,0.72,72.4
26Q315,Business Technology Early College High School,Queens,Q435,230-17 Hillside Avenue,25,NY,11427,40.73282,-73.73965,718-935-3651,8:30,16:00,7:30,112,0.08,0.32,0.29,0.22,,,,0,,0
26Q435,Martin Van Buren High School,Queens,Q435,230-17 Hillside Avenue,25,NY,11427,40.73282,-73.73965,718-776-4728,7:45,15:14,7:29,1742,0.04,0.53,0.13,0.27,397,396,391,1184,0.4,40
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,Q695,160-20 Goethals Avenue,26,NY,11432,40.71881,-73.8065,718-969-3155,8:00,14:30,6:30,779,0.03,0.38,0.14,0.43,524,511,514,1549,0.93,92.5
28Q350,Jamaica Gateway to the Sciences,Queens,Q470,167-01 Gothic Drive,26,NY,11432,40.71358,-73.79652,718-480-2689,8:15,15:00,6:45,516,0.02,0.43,0.11,0.41,487,460,463,1410,0.79,78.6
28Q328,High School for Community Leadership,Queens,Q470,167-01 Gothic Drive,26,NY,11432,40.71358,-73.79652,718-558-9801,9:00,15:45,6:45,418,0.05,0.42,0.27,0.23,415,392,386,1193,0.72,72.3
28Q896,Young Women's Leadership School in Queens,Queens,Q680,150-91 87th Road,26,NY,11432,40.70821,-73.80408,718-725-0402,8:00,14:57,6:57,557,0.02,0.48,0.2,0.27,415,420,433,1268,0.9,90.4
28Q310,Queens Collegiate (College Board),Queens,Q470,167-01 Gothic Drive,26,NY,11432,40.71358,-73.79652,718-658-4016,8:15,15:00,6:45,661,0.04,0.53,0.16,0.25,455,439,441,1335,0.75,74.8
28Q505,Hillcrest High School,Queens,Q505,160-05 Highland Avenue,26,NY,11432,40.70876,-73.80213,718-658-5407,8:00,15:30,7:30,3286,0.04,0.3,0.29,0.35,448,432,426,1306,0.52,51.8
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,Q620,165-65 84th Avenue,26,NY,11432,40.71588,-73.79882,718-297-6580,8:00,15:30,7:30,2098,0.04,0.21,0.22,0.49,514,473,470,1457,0.8,80
28Q325,Hillside Arts and Letters Academy,Queens,Q470,167-01 Gothic Drive,26,NY,11432,40.71358,-73.79652,718-658-1249,8:15,15:00,6:45,464,0.03,0.38,0.24,0.28,409,399,404,1212,0.63,62.6
28Q284,York Early College Academy,Queens,Q008,108-35 167th Street,26,NY,11433,40.69694,-73.78698,718-262-8547,8:00,15:00,7:00,611,0.01,0.58,0.1,0.29,496,481,473,1450,0.93,92.9
28Q687,Queens High School for the Sciences at York College,Queens,Q774,94-50 159th Street,26,NY,11433,40.701,-73.79815,718-657-3181,8:00,15:18,7:18,426,0.06,0.07,0.11,0.75,701,621,625,1947,0.98,97.9
28Q690,High School for Law Enforcement and Public Safety,Queens,Q690,116-25 Guy R Brewer Boulevard,26,NY,11434,40.68618,-73.78408,718-977-4800,8:00,15:00,7:00,604,0.02,0.66,0.19,0.1,410,431,409,1250,0.57,56.6
29Q327,Eagle Academy for Young Men III,Queens,Q633,171-10 Linden Boulevard,26,NY,11434,40.69167,-73.77903,718-480-2600,8:45,16:45,8:00,428,0.02,0.86,0.05,0.01,,,,0,,0
27Q400,August Martin High School,Queens,Q400,156-10 Baisley Boulevard,26,NY,11434,40.67553,-73.78343,718-528-2920,8:00,15:30,7:30,679,0.02,0.75,0.13,0.08,366,372,364,1102,0.26,26.3
27Q260,Frederick Douglass Academy VI High School,Queens,Q465,8-21 Bay 25th Street,27,NY,11691,40.60199,-73.76283,718-471-2154,7:45,14:05,6:20,409,0.01,0.6,0.38,0.02,410,418,407,1235,0.3,30.1
27Q309,Academy of Medical Technology (College Board),Queens,Q465,8-21 Bay 25th Street,27,NY,11691,40.60199,-73.76283,718-471-3571,8:00,15:15,7:15,637,0.03,0.5,0.38,0.07,422,424,415,1261,0.68,67.6
27Q302,"Queens High School for Information, Research, and Technology",Queens,Q465,8-21 Bay 25th Street,27,NY,11691,40.60199,-73.76283,718-868-2978,7:45,16:10,8:25,381,0.02,0.49,0.44,0.04,372,362,352,1086,0.45,44.6
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,Q410,100-00 Beach Channel Drive,28,NY,11694,40.58601,-73.82309,718-734-3280,8:45,15:30,6:45,368,0.15,0.47,0.3,0.04,357,381,376,1114,0.39,38.5
27Q262,Channel View School for Research,Queens,Q410,100-00 Beach Channel Drive,28,NY,11694,40.58601,-73.82309,718-634-1970,8:15,15:04,6:49,683,0.11,0.53,0.29,0.06,427,430,423,1280,0.77,76.6
27Q351,Rockaway Collegiate High School,Queens,Q410,100-00 Beach Channel Drive,28,NY,11694,40.58601,-73.82309,718-734-3290,8:30,16:20,7:50,397,0.04,0.53,0.34,0.05,399,403,405,1207,0.47,46.5
27Q323,Scholars' Academy,Queens,Q180,320 Beach 104th Street,28,NY,11694,40.58413,-73.82568,718-474-6918,8:45,15:00,6:15,1302,0.35,0.23,0.2,0.21,588,560,568,1716,0.99,99.2